aX,aY,aZ,gX,gY,gZ
1.031,-0.070,-0.154,0.916,5.066,1.892
1.038,-0.084,-0.156,4.150,4.150,2.075
1.037,-0.092,-0.156,5.493,3.357,2.197
1.032,-0.096,-0.154,6.836,1.770,2.258
1.019,-0.100,-0.149,7.263,1.404,2.075
1.012,-0.105,-0.147,7.751,1.221,1.526
0.999,-0.111,-0.143,7.751,1.404,1.282
0.996,-0.112,-0.142,7.507,2.563,0.793
0.997,-0.104,-0.142,7.385,3.296,0.610
0.998,-0.104,-0.145,7.629,4.700,-0.305
1.010,-0.129,-0.152,7.690,5.066,-0.671
1.011,-0.135,-0.153,6.409,5.005,-0.305
0.998,-0.115,-0.153,5.493,5.493,-0.366
0.997,-0.102,-0.154,5.066,6.287,-0.793
1.008,-0.114,-0.167,5.554,7.751,-1.770
1.019,-0.130,-0.174,5.737,7.935,-1.770
1.031,-0.134,-0.179,4.395,6.958,-0.366
1.032,-0.103,-0.178,3.906,6.104,0.000
1.029,-0.095,-0.178,4.822,5.188,-1.099
1.032,-0.128,-0.185,5.310,4.822,-1.709
1.037,-0.141,-0.185,4.150,3.601,-1.221
1.037,-0.120,-0.181,3.235,2.991,-0.671
1.032,-0.100,-0.178,3.235,2.014,-0.854
1.019,-0.100,-0.178,4.028,1.770,-1.526
1.015,-0.120,-0.181,4.883,1.160,-1.648
1.021,-0.129,-0.179,4.639,0.793,-0.488
1.018,-0.111,-0.175,4.578,0.610,1.587
1.011,-0.078,-0.170,5.432,0.977,1.709
1.010,-0.075,-0.169,6.592,1.221,1.282
1.009,-0.078,-0.170,8.728,1.465,0.305
1.010,-0.075,-0.167,9.460,1.587,0.183
1.008,-0.067,-0.164,11.047,2.014,-0.610
0.997,-0.060,-0.166,12.146,2.502,-1.526
0.994,-0.077,-0.171,14.282,3.601,-2.991
1.000,-0.119,-0.177,14.404,3.967,-2.808
1.002,-0.125,-0.178,12.634,4.761,-1.953
1.009,-0.112,-0.180,11.597,5.249,-1.831
1.011,-0.112,-0.182,10.193,5.615,-2.747
1.013,-0.125,-0.188,9.338,5.432,-3.113
1.016,-0.125,-0.190,7.446,5.066,-2.808
1.021,-0.122,-0.197,6.592,4.822,-2.563
1.020,-0.126,-0.199,5.920,4.395,-2.319
1.019,-0.142,-0.203,4.272,3.479,-1.892
1.022,-0.141,-0.204,3.052,3.174,-1.465
1.024,-0.129,-0.202,0.916,2.808,-0.427
1.019,-0.100,-0.199,0.549,2.625,-0.427
1.017,-0.094,-0.199,1.221,2.319,-0.977
1.017,-0.111,-0.204,1.648,1.953,-1.038
1.018,-0.120,-0.204,1.343,1.099,-0.305
1.019,-0.115,-0.200,0.854,0.732,0.061
1.018,-0.101,-0.196,0.366,0.366,-0.244
1.008,-0.081,-0.191,0.854,0.366,-0.671
1.009,-0.084,-0.192,2.625,0.488,-1.404
1.010,-0.101,-0.199,3.296,0.244,-1.221
1.007,-0.098,-0.198,3.723,-0.061,-0.671
1.001,-0.079,-0.190,4.639,-0.061,-0.427
0.999,-0.076,-0.189,5.432,0.305,-1.038
1.004,-0.084,-0.192,7.019,1.160,-2.441
1.019,-0.112,-0.202,7.263,1.038,-2.869
1.020,-0.118,-0.203,6.531,-0.183,-2.747
1.025,-0.122,-0.205,5.920,-0.671,-2.502
1.017,-0.123,-0.203,4.272,-1.343,-3.052
1.016,-0.113,-0.200,3.601,-1.465,-3.357
1.046,-0.110,-0.204,3.357,-2.869,-3.479
0.966,-0.108,-0.196,3.662,-3.845,-3.906
0.953,-0.103,-0.186,4.150,-0.427,-4.272
1.013,-0.106,-0.188,4.517,0.549,-3.723
1.007,-0.102,-0.187,5.554,0.122,-3.540
1.008,-0.103,-0.191,6.226,0.732,-3.723
1.009,-0.105,-0.195,7.507,1.831,-2.686
1.009,-0.113,-0.196,7.874,2.075,-2.441
1.005,-0.126,-0.199,7.812,2.014,-2.747
1.019,-0.142,-0.204,6.042,2.075,-3.235
1.022,-0.140,-0.206,5.066,1.831,-2.502
1.015,-0.132,-0.205,3.540,1.160,-0.305
1.003,-0.121,-0.198,2.930,1.160,0.122
1.000,-0.120,-0.195,1.404,1.587,-0.244
0.997,-0.109,-0.190,0.488,2.075,-0.427
0.998,-0.099,-0.188,-0.122,3.235,-0.732
1.006,-0.085,-0.188,0.427,3.540,-0.916

1.011,-0.297,-0.270,-38.391,-5.615,16.663
1.015,-0.261,-0.265,-64.331,-5.493,18.677
0.999,-0.164,-0.274,-74.707,-5.920,17.212
0.977,-0.213,-0.288,-92.468,-6.470,17.517
0.998,-0.391,-0.322,-105.591,-5.981,21.118
1.019,-0.371,-0.324,-140.503,-5.798,27.832
1.003,-0.145,-0.319,-155.273,-6.287,27.100
0.992,-0.054,-0.321,-168.823,-7.507,21.057
0.964,-0.072,-0.321,-171.082,-7.812,19.043
0.961,-0.114,-0.318,-174.133,-7.324,18.921
0.996,-0.055,-0.314,-184.448,-4.944,20.813
1.000,0.008,-0.312,-188.232,-4.211,20.386
0.986,0.045,-0.311,-187.805,-3.784,16.357
0.971,-0.026,-0.324,-185.669,-3.357,14.954
0.998,-0.103,-0.335,-186.645,-3.479,18.127
1.033,-0.105,-0.333,-190.124,-4.639,20.874
1.013,-0.070,-0.333,-194.885,-6.409,21.179
0.956,-0.178,-0.356,-196.472,-6.958,20.569
0.962,-0.258,-0.360,-207.031,-8.179,24.963
1.037,-0.183,-0.347,-215.332,-8.484,28.381
1.046,-0.063,-0.339,-225.342,-8.850,26.978
1.017,0.062,-0.324,-224.243,-9.521,21.729
1.015,0.054,-0.314,-216.064,-11.841,12.817
1.022,0.086,-0.270,-211.487,-12.085,11.108
1.026,0.165,-0.238,-205.627,-11.108,10.193
1.026,0.359,-0.179,-183.777,-7.812,4.333
1.019,0.412,-0.153,-166.809,-6.592,-1.526
1.011,0.432,-0.133,-123.840,-5.371,-12.573
0.992,0.388,-0.107,-99.854,-4.639,-14.404
0.983,0.343,-0.100,-52.917,-1.404,-9.583
0.970,0.261,-0.100,-31.982,0.793,-5.920
0.963,0.206,-0.108,2.625,5.066,-2.563
0.988,0.016,-0.132,15.259,6.470,-1.770
1.014,-0.073,-0.141,28.198,7.019,2.197
1.016,-0.163,-0.147,28.748,7.507,4.211
1.010,-0.173,-0.147,26.611,8.545,5.127
1.013,-0.178,-0.150,19.104,9.338,3.601
1.037,-0.210,-0.158,15.015,8.606,2.258
1.048,-0.222,-0.161,5.859,6.592,1.953
1.038,-0.171,-0.154,1.282,5.798,2.930
1.023,-0.123,-0.148,-3.845,5.981,2.502
1.011,-0.080,-0.144,-3.845,6.592,0.977
1.019,-0.088,-0.148,-1.465,7.446,0.183
1.036,-0.088,-0.156,-0.488,7.202,1.465
1.034,-0.072,-0.158,1.831,6.348,3.174
1.022,-0.052,-0.159,3.662,5.920,2.991
1.018,-0.074,-0.162,5.798,5.432,2.380
1.018,-0.109,-0.167,7.996,4.211,2.319
1.019,-0.140,-0.165,7.202,3.540,2.991
1.015,-0.121,-0.160,4.272,3.479,3.540
1.004,-0.070,-0.154,3.906,3.967,2.563
1.004,-0.080,-0.159,4.944,4.639,-0.671
1.019,-0.143,-0.173,4.578,4.150,-1.709
1.018,-0.146,-0.173,1.160,2.869,-1.526
1.007,-0.097,-0.167,-0.183,3.235,-1.404
1.006,-0.079,-0.165,-0.427,3.967,-2.014
1.005,-0.107,-0.174,1.587,5.005,-4.395
1.017,-0.130,-0.180,2.380,5.005,-4.578
1.030,-0.138,-0.182,2.197,4.150,-2.502
1.029,-0.115,-0.179,1.770,3.662,-1.770
1.025,-0.102,-0.177,2.197,2.991,-2.380
1.020,-0.119,-0.183,2.930,2.747,-2.869
1.026,-0.137,-0.187,3.418,1.953,-1.648
1.032,-0.130,-0.188,3.052,1.343,-0.305
1.027,-0.111,-0.184,2.747,0.488,0.610
1.022,-0.087,-0.179,3.357,0.366,0.000
1.020,-0.097,-0.179,4.272,0.305,-0.671
1.019,-0.117,-0.180,5.188,-0.061,-0.793
1.021,-0.138,-0.177,4.578,-0.549,-0.061
1.016,-0.124,-0.172,2.869,-1.038,0.916
1.006,-0.091,-0.166,2.563,-0.671,0.671
1.003,-0.091,-0.164,3.296,0.244,-0.671
1.004,-0.117,-0.165,3.418,0.488,-0.977
1.004,-0.119,-0.164,2.747,0.610,-0.244
1.004,-0.093,-0.161,2.686,1.038,0.305
1.007,-0.083,-0.162,3.906,2.014,0.183
1.007,-0.099,-0.170,4.578,2.136,-0.366
1.006,-0.112,-0.173,4.761,2.075,-0.732
1.011,-0.114,-0.174,4.089,2.563,-0.610
1.017,-0.095,-0.175,3.784,2.930,-0.549
1.017,-0.085,-0.176,4.517,3.479,-1.526
1.018,-0.096,-0.185,5.310,3.418,-2.319
1.020,-0.110,-0.190,6.165,2.441,-2.197
1.024,-0.117,-0.191,6.104,1.709,-1.221
1.025,-0.108,-0.189,6.042,0.793,-0.183
1.015,-0.099,-0.186,6.104,0.610,-0.732
1.013,-0.109,-0.186,5.920,0.549,-2.136
1.015,-0.127,-0.186,5.371,0.427,-2.075
1.016,-0.119,-0.183,4.578,0.366,-1.465
1.016,-0.105,-0.181,3.723,0.366,-0.977
1.010,-0.090,-0.179,3.906,0.305,-1.648
1.009,-0.099,-0.180,4.700,0.427,-2.747
1.014,-0.138,-0.184,4.578,0.366,-2.380
1.017,-0.142,-0.184,2.808,-0.244,-0.061
1.009,-0.109,-0.178,2.136,-0.366,0.793
1.008,-0.093,-0.174,2.502,0.244,0.244
1.005,-0.093,-0.175,2.991,0.610,-0.671
1.006,-0.100,-0.177,3.479,1.465,-1.587
1.016,-0.106,-0.182,3.479,1.648,-1.587
1.015,-0.109,-0.184,3.479,1.648,-1.587
1.013,-0.109,-0.184,3.540,1.465,-1.648
1.009,-0.107,-0.185,3.479,1.526,-1.709
1.006,-0.109,-0.187,3.479,1.831,-1.770
1.012,-0.125,-0.193,3.296,1.831,-1.526
1.017,-0.128,-0.194,2.380,1.343,-0.549
1.017,-0.109,-0.192,1.892,1.038,-0.122
1.015,-0.098,-0.190,1.831,0.854,-0.366
1.010,-0.103,-0.192,2.197,0.916,-0.854
1.013,-0.117,-0.195,2.502,0.854,-0.977
1.021,-0.125,-0.196,2.075,0.549,-0.427
1.019,-0.116,-0.195,1.587,0.183,0.122
1.017,-0.105,-0.192,1.404,-0.244,0.244
1.013,-0.100,-0.188,1.709,-0.305,-0.122
1.010,-0.109,-0.188,2.014,-0.244,-0.488
1.014,-0.117,-0.189,1.831,-0.244,-0.244
1.015,-0.111,-0.187,1.526,-0.305,0.244
1.008,-0.092,-0.185,1.770,-0.305,0.122
1.005,-0.093,-0.185,2.563,0.061,-0.732
1.007,-0.106,-0.187,2.930,0.244,-0.793

1.016,-0.387,-0.341,-49.988,-10.681,21.301
1.019,-0.412,-0.341,-78.125,-12.634,32.043
0.977,-0.345,-0.330,-93.750,-13.123,34.851
0.969,-0.311,-0.335,-121.338,-13.489,36.133
0.951,-0.338,-0.360,-134.155,-13.733,37.659
0.938,-0.369,-0.377,-163.635,-12.268,43.823
0.953,-0.344,-0.406,-180.176,-11.475,47.180
0.965,-0.260,-0.409,-209.656,-11.963,48.889
0.964,-0.031,-0.399,-218.628,-12.085,45.959
0.946,0.033,-0.397,-223.450,-10.864,37.354
0.922,-0.004,-0.404,-222.900,-9.399,35.156
0.944,-0.036,-0.407,-225.281,-6.409,36.316
0.982,0.031,-0.394,-227.234,-5.859,36.682
0.977,0.090,-0.381,-227.295,-5.798,35.095
0.935,0.085,-0.358,-219.910,-4.578,28.381
0.945,0.028,-0.353,-214.783,-3.052,26.306
0.963,-0.031,-0.358,-209.595,-0.732,28.564
0.994,-0.123,-0.386,-210.510,-0.671,30.884
1.021,-0.101,-0.384,-216.248,-4.089,32.410
0.996,0.021,-0.349,-217.163,-5.676,29.846
0.977,0.050,-0.330,-211.548,-4.211,23.193
0.982,0.065,-0.304,-206.421,-2.686,21.851
1.003,0.082,-0.298,-193.909,-0.854,21.667
1.057,0.198,-0.269,-185.608,-1.404,20.569
1.059,0.271,-0.249,-160.950,-4.028,12.512
1.015,0.344,-0.202,-144.592,-4.517,7.568
0.998,0.349,-0.182,-107.178,-2.380,2.747
0.999,0.339,-0.165,-87.524,-0.366,2.991
1.004,0.327,-0.162,-67.993,1.282,3.662
0.981,0.249,-0.170,-31.006,3.052,3.418
0.976,0.162,-0.178,-14.893,3.845,2.991
0.996,0.083,-0.183,8.301,5.432,5.798
1.018,0.013,-0.182,15.198,6.226,8.240
1.010,0.012,-0.182,22.766,8.789,8.301
0.994,-0.031,-0.201,24.963,9.521,5.310
0.998,-0.099,-0.213,25.146,8.179,1.587
1.039,-0.183,-0.222,22.156,6.775,3.479
1.038,-0.164,-0.215,12.085,5.554,7.385
1.022,-0.073,-0.204,8.118,5.615,6.165
1.024,-0.057,-0.205,6.042,4.333,0.732
1.026,-0.084,-0.209,6.104,3.479,-0.122
1.027,-0.095,-0.209,4.944,2.502,2.136
1.032,-0.085,-0.207,3.906,1.648,3.113
1.028,-0.079,-0.205,3.174,0.549,3.418
1.024,-0.079,-0.203,2.441,-1.099,3.418
1.020,-0.076,-0.193,2.197,-1.587,3.723
1.015,-0.069,-0.187,1.343,-1.526,3.174
1.004,-0.068,-0.183,1.099,-1.282,2.258
1.002,-0.078,-0.186,0.427,-0.977,1.770
1.002,-0.084,-0.187,-0.183,-0.732,2.197
1.005,-0.073,-0.184,-1.465,0.000,2.075
1.005,-0.046,-0.179,-1.526,0.610,1.038
1.002,-0.045,-0.180,-0.549,1.953,-1.770
1.009,-0.073,-0.188,0.000,2.319,-2.563
1.014,-0.083,-0.192,0.427,1.953,-1.770
1.011,-0.078,-0.192,0.488,1.648,-1.099
1.006,-0.072,-0.189,0.732,1.892,-1.160
1.005,-0.069,-0.188,1.099,2.319,-1.709
1.012,-0.080,-0.192,1.526,2.747,-2.136
1.021,-0.089,-0.192,2.014,2.686,-1.160
1.020,-0.081,-0.191,2.136,2.441,-0.122
1.019,-0.068,-0.192,3.174,2.502,1.221
1.015,-0.048,-0.195,4.211,2.625,1.038
1.016,-0.055,-0.199,6.531,2.441,0.671
1.036,-0.089,-0.207,7.141,1.770,1.221
1.039,-0.096,-0.207,6.592,-0.427,3.052
1.023,-0.068,-0.198,6.042,-1.221,3.479
1.017,-0.048,-0.194,6.165,-1.282,2.930
1.012,-0.045,-0.195,6.836,-0.854,2.258
1.016,-0.058,-0.196,7.629,-0.732,1.343
1.020,-0.055,-0.193,7.263,-1.099,1.221
1.014,-0.044,-0.190,6.958,-1.221,1.038
1.009,-0.050,-0.191,7.202,-0.793,-0.427
1.007,-0.073,-0.194,7.385,-0.732,-1.221
1.007,-0.093,-0.196,5.737,-0.854,-0.977
1.012,-0.088,-0.195,4.211,-0.916,-0.061
1.012,-0.069,-0.193,2.197,-0.549,0.854
1.007,-0.052,-0.187,2.075,-0.366,0.366
1.006,-0.060,-0.185,2.502,-0.061,-0.427
1.006,-0.066,-0.184,2.441,0.244,-0.122
1.007,-0.057,-0.185,2.258,1.099,0.366
1.006,-0.037,-0.185,2.563,1.404,-0.122
1.004,-0.040,-0.187,3.723,2.075,-1.526
1.012,-0.065,-0.193,4.089,2.441,-1.709
1.018,-0.070,-0.197,3.906,2.441,-0.671
1.021,-0.054,-0.199,3.723,2.136,-0.305
1.018,-0.047,-0.199,3.784,1.892,-0.305
1.012,-0.046,-0.200,4.700,1.587,-0.977
1.010,-0.054,-0.201,5.005,1.648,-1.221
1.011,-0.054,-0.201,5.432,1.648,-0.916
1.013,-0.048,-0.200,5.737,1.770,-0.854
1.013,-0.046,-0.200,6.470,2.014,-1.465
1.011,-0.060,-0.205,6.653,2.075,-1.831
1.016,-0.077,-0.209,6.104,1.587,-2.014
1.026,-0.086,-0.212,5.188,0.916,-1.648
1.024,-0.074,-0.208,3.723,0.122,-0.854
1.020,-0.047,-0.202,3.723,0.000,-0.854
1.017,-0.045,-0.202,4.578,-0.183,-1.709
1.014,-0.057,-0.206,4.883,-0.305,-2.075
1.016,-0.060,-0.207,5.310,-0.671,-1.770
1.016,-0.050,-0.204,5.615,-0.977,-1.221
1.012,-0.039,-0.202,6.042,-1.099,-0.793
1.007,-0.031,-0.200,7.568,-0.916,-1.465
1.008,-0.044,-0.202,8.484,-0.854,-2.075
1.012,-0.062,-0.202,9.216,-0.977,-2.197
1.015,-0.066,-0.198,8.911,-1.038,-1.587
1.012,-0.053,-0.196,8.484,-0.610,-1.221
1.007,-0.035,-0.198,8.850,-0.244,-1.953
1.005,-0.044,-0.202,9.766,0.427,-3.662
1.016,-0.085,-0.210,9.583,0.366,-3.906
1.022,-0.094,-0.210,7.507,-0.549,-2.747
1.019,-0.074,-0.203,6.470,-0.916,-2.014
1.014,-0.061,-0.199,6.042,-1.221,-1.648
1.006,-0.061,-0.197,6.287,-1.160,-2.014
1.005,-0.069,-0.198,6.165,-0.732,-2.625
1.009,-0.064,-0.197,5.737,-0.549,-2.380
1.012,-0.054,-0.196,5.615,-0.122,-2.136
1.013,-0.042,-0.195,5.920,0.061,-2.502
1.010,-0.047,-0.196,6.775,0.244,-3.601

1.013,-0.310,-0.316,-109.619,-5.432,17.395
1.026,-0.320,-0.326,-135.437,-5.920,22.766
1.017,-0.298,-0.344,-148.682,-6.836,24.170
1.011,-0.289,-0.352,-173.462,-9.705,25.452
0.978,-0.271,-0.365,-184.998,-10.986,26.367
0.967,-0.258,-0.370,-205.505,-10.315,29.724
0.986,-0.214,-0.381,-213.989,-9.338,31.799
0.981,-0.209,-0.389,-229.065,-9.644,35.583
0.987,-0.178,-0.399,-236.694,-10.681,36.987
0.987,-0.119,-0.393,-248.840,-13.306,37.537
0.947,0.024,-0.366,-250.854,-13.428,36.255
0.924,0.034,-0.360,-249.756,-12.207,34.485
0.960,-0.091,-0.378,-244.995,-8.362,33.630
0.974,-0.161,-0.388,-245.972,-8.118,35.889
0.977,-0.160,-0.383,-255.859,-9.277,40.527
0.986,0.046,-0.343,-259.155,-9.094,39.612
0.972,0.118,-0.321,-252.930,-6.775,32.166
0.970,0.101,-0.290,-246.460,-5.310,28.564
0.980,0.071,-0.287,-235.779,-3.845,24.109
0.992,0.037,-0.280,-231.873,-3.540,23.254
1.019,0.064,-0.264,-223.328,-3.540,23.987
1.057,0.211,-0.217,-216.797,-3.723,22.461
1.055,0.301,-0.190,-194.824,-3.540,10.803
1.040,0.434,-0.147,-178.589,-3.174,3.174
1.035,0.449,-0.133,-137.268,-2.197,-7.263
1.043,0.437,-0.111,-114.441,-1.770,-8.850
1.024,0.420,-0.103,-69.153,-0.305,-8.606
0.975,0.284,-0.102,-48.645,1.404,-8.057
0.991,0.212,-0.106,-30.884,3.418,-6.531
1.013,0.157,-0.111,-4.211,6.775,-1.404
1.016,0.047,-0.130,5.127,7.874,0.549
1.021,-0.025,-0.137,15.381,7.202,2.441
1.035,-0.124,-0.129,15.991,5.920,3.235
1.030,-0.114,-0.121,11.230,5.920,5.371
1.002,-0.036,-0.117,9.094,7.080,5.127
0.992,-0.039,-0.122,8.850,7.874,1.953
1.012,-0.111,-0.134,8.789,7.385,1.831
1.035,-0.114,-0.138,6.104,6.775,5.920
1.051,-0.019,-0.132,5.432,6.592,7.324
1.043,0.016,-0.126,6.348,6.165,6.531
1.027,-0.035,-0.130,11.475,4.822,1.404
1.029,-0.089,-0.135,13.123,4.272,0.305
1.033,-0.120,-0.137,11.169,3.662,3.235
1.031,-0.088,-0.130,8.728,3.662,4.517
1.026,-0.049,-0.126,6.226,3.723,2.747
1.012,-0.028,-0.125,6.714,3.967,0.732
1.013,-0.048,-0.129,8.057,4.578,-1.648
1.017,-0.094,-0.137,7.629,4.578,-1.709
1.014,-0.102,-0.138,4.761,3.784,-1.953
1.006,-0.088,-0.136,3.052,3.906,-2.319
1.004,-0.081,-0.135,0.549,5.615,-3.479
1.014,-0.086,-0.142,-0.244,6.531,-4.211
1.026,-0.090,-0.149,-1.221,6.653,-4.761
1.039,-0.078,-0.157,-1.404,6.104,-4.395
1.037,-0.070,-0.158,-1.282,5.371,-4.028
1.031,-0.073,-0.160,0.061,4.089,-4.028
1.030,-0.086,-0.161,0.732,3.601,-3.967
1.031,-0.096,-0.161,1.465,2.991,-2.502
1.032,-0.082,-0.157,1.831,2.869,-1.343
1.031,-0.067,-0.156,3.662,2.686,-0.305
1.031,-0.058,-0.156,4.883,2.380,-0.671
1.031,-0.066,-0.157,6.531,1.465,-1.465
1.033,-0.080,-0.156,6.836,1.099,-1.282
1.036,-0.074,-0.153,7.324,0.305,-0.366
1.029,-0.057,-0.148,7.812,-0.061,-0.488
1.024,-0.057,-0.147,9.155,-0.549,-1.526
1.017,-0.080,-0.151,9.583,-0.671,-1.648
1.022,-0.092,-0.150,9.338,-0.977,-0.671
1.028,-0.086,-0.147,8.667,-1.221,-0.061
1.024,-0.076,-0.145,7.385,-1.526,-0.549
1.013,-0.074,-0.141,6.836,-1.526,-1.587
1.012,-0.082,-0.140,6.287,-1.404,-2.441
1.023,-0.098,-0.143,4.578,-0.977,-2.441
1.029,-0.090,-0.142,3.540,-0.977,-1.770
1.029,-0.077,-0.142,2.380,-0.977,-1.221
1.021,-0.071,-0.144,2.380,-0.977,-1.770
1.020,-0.083,-0.145,2.136,-1.038,-2.869
1.021,-0.097,-0.146,1.465,-0.793,-2.747
1.023,-0.088,-0.145,0.183,-0.183,-1.892
1.022,-0.070,-0.143,0.305,-0.122,-1.648
1.023,-0.072,-0.143,1.160,-0.427,-2.014
1.021,-0.090,-0.144,1.221,-0.671,-2.136
1.018,-0.093,-0.144,0.732,-0.732,-1.221
1.017,-0.077,-0.141,0.610,-0.488,-0.488
1.017,-0.066,-0.139,1.343,0.183,-0.061
1.019,-0.063,-0.141,2.014,0.366,-0.427
1.020,-0.073,-0.144,2.808,0.427,-1.038
1.022,-0.082,-0.145,2.808,0.427,-0.977
1.025,-0.075,-0.143,2.625,0.427,-0.549
1.025,-0.064,-0.140,2.869,0.366,-0.793
1.018,-0.071,-0.141,3.235,0.305,-1.343
1.011,-0.085,-0.144,3.296,-0.122,-1.831
1.021,-0.100,-0.146,2.686,-0.305,-1.465
1.026,-0.093,-0.144,1.038,-0.122,-0.610
1.026,-0.068,-0.138,0.732,0.061,-0.854
1.022,-0.065,-0.138,1.404,0.366,-2.441
1.021,-0.086,-0.143,1.648,0.488,-2.991
1.021,-0.094,-0.143,1.099,0.488,-2.869
1.019,-0.082,-0.141,0.732,0.671,-2.563
1.018,-0.072,-0.141,0.977,1.404,-2.441
1.016,-0.072,-0.143,1.526,1.587,-2.625
1.017,-0.080,-0.146,2.441,1.526,-2.380
1.024,-0.088,-0.150,2.625,1.404,-1.770
1.026,-0.083,-0.150,2.747,1.221,-0.916
1.022,-0.068,-0.147,2.869,1.160,-1.038
1.019,-0.069,-0.148,3.235,1.221,-1.526
1.020,-0.089,-0.152,3.662,1.343,-2.258
1.023,-0.094,-0.153,3.540,1.221,-1.953
1.027,-0.090,-0.154,2.747,0.854,-1.160
1.026,-0.073,-0.152,2.625,0.610,-1.221
1.023,-0.069,-0.150,3.235,0.305,-2.136
1.019,-0.073,-0.148,3.662,0.427,-2.563
1.017,-0.081,-0.149,4.333,0.671,-2.563
1.021,-0.096,-0.154,4.333,0.610,-2.136
1.024,-0.094,-0.154,3.845,0.244,-1.404
1.022,-0.070,-0.149,3.784,0.183,-1.465
1.020,-0.059,-0.148,5.066,0.549,-2.319
1.019,-0.074,-0.154,6.042,0.793,-2.808
1.021,-0.095,-0.157,6.836,0.427,-2.563

1.000,-0.401,-0.318,-45.044,-7.202,19.043
0.996,-0.517,-0.342,-74.768,-6.897,31.616
1.002,-0.599,-0.362,-96.130,-6.348,38.391
1.000,-0.506,-0.358,-139.648,-5.920,44.983
0.990,-0.241,-0.345,-154.785,-7.019,43.701
0.976,-0.194,-0.343,-171.143,-10.132,40.405
0.942,-0.254,-0.343,-178.223,-10.315,42.236
0.931,-0.246,-0.347,-197.083,-6.653,50.293
0.931,-0.126,-0.365,-205.749,-4.700,52.246
0.931,-0.084,-0.375,-211.975,-3.723,51.758
0.938,-0.126,-0.400,-219.543,-3.601,47.974
0.955,-0.163,-0.411,-223.877,-3.296,47.607
0.974,-0.157,-0.417,-235.657,-3.235,50.049
0.985,-0.055,-0.420,-240.479,-4.089,49.866
0.985,-0.031,-0.422,-245.361,-7.324,45.349
0.992,-0.021,-0.416,-246.948,-9.277,42.725
0.964,-0.040,-0.417,-249.695,-10.193,38.574
0.978,-0.075,-0.409,-251.587,-9.277,38.879
0.993,-0.043,-0.397,-255.371,-8.240,40.161
0.993,0.042,-0.381,-255.554,-7.751,37.781
1.008,0.053,-0.378,-251.709,-9.094,29.785
1.042,0.074,-0.354,-248.962,-10.925,26.123
1.052,0.114,-0.335,-245.850,-12.451,22.949
1.041,0.227,-0.290,-234.680,-13.855,16.541
1.027,0.278,-0.267,-225.342,-14.099,12.390
1.009,0.320,-0.239,-199.219,-13.855,3.113
0.991,0.411,-0.170,-182.800,-12.329,-1.282
0.996,0.457,-0.137,-142.334,-6.775,-7.751
0.985,0.503,-0.091,-118.225,-4.089,-8.972
0.968,0.487,-0.080,-65.979,0.732,-8.667
0.976,0.347,-0.088,-41.016,3.235,-7.751
0.994,0.250,-0.101,-1.831,7.019,-4.089
0.996,0.097,-0.118,11.169,8.423,-2.136
0.987,0.038,-0.129,26.184,11.719,-0.793
1.000,-0.120,-0.155,28.992,12.817,-0.916
1.031,-0.187,-0.160,28.809,12.695,-0.183
1.054,-0.209,-0.156,20.569,9.766,3.906
1.025,-0.113,-0.140,15.259,9.216,5.188
1.012,-0.052,-0.141,11.414,10.498,3.418
1.017,-0.083,-0.166,12.573,10.315,1.648
1.035,-0.146,-0.173,11.108,7.324,2.075
1.066,-0.145,-0.163,7.080,5.920,3.784
1.057,-0.085,-0.157,0.610,5.188,4.211
1.037,-0.004,-0.155,0.977,5.127,2.075
1.035,-0.038,-0.163,3.052,4.639,-0.488
1.042,-0.098,-0.172,5.005,1.770,-1.465
1.048,-0.122,-0.164,3.357,0.000,0.549
1.036,-0.080,-0.153,0.427,-1.099,2.686
1.009,-0.020,-0.137,1.282,-0.854,1.465
0.995,-0.038,-0.134,5.005,-0.183,-2.319
1.000,-0.105,-0.135,5.676,0.244,-2.747
1.009,-0.110,-0.134,4.272,0.916,-1.221
1.005,-0.073,-0.128,3.662,1.465,-0.977
1.002,-0.067,-0.132,4.211,2.991,-2.930
1.000,-0.112,-0.145,4.456,3.662,-3.906
1.007,-0.127,-0.147,3.906,4.211,-4.150
1.015,-0.117,-0.146,1.831,5.188,-2.869
1.019,-0.068,-0.144,1.831,5.737,-2.441
1.022,-0.065,-0.149,4.517,5.859,-3.052
1.030,-0.106,-0.164,5.798,5.127,-2.991
1.031,-0.115,-0.166,6.287,3.296,-0.732
1.031,-0.095,-0.161,6.042,2.869,0.305
1.032,-0.083,-0.160,6.287,2.747,0.061
1.028,-0.081,-0.161,6.836,2.686,-0.732
1.027,-0.093,-0.162,7.812,2.563,-1.160
1.032,-0.104,-0.166,7.935,2.197,-0.488
1.027,-0.100,-0.165,7.751,1.770,0.183
1.015,-0.085,-0.161,7.507,1.465,0.671
1.011,-0.078,-0.159,7.751,1.709,0.854
1.010,-0.073,-0.159,8.911,2.563,1.465
1.021,-0.083,-0.165,9.521,2.869,1.465
1.026,-0.099,-0.170,8.972,1.831,1.099
1.025,-0.105,-0.169,7.629,1.038,1.038
1.021,-0.089,-0.165,5.005,0.793,0.854
1.014,-0.068,-0.160,4.639,1.099,0.427
1.013,-0.073,-0.159,4.944,1.770,-0.671
1.022,-0.075,-0.163,5.066,1.892,-0.671
1.025,-0.072,-0.166,5.249,1.831,-0.366
1.024,-0.073,-0.168,5.798,1.099,-0.183
