aX,aY,aZ,gX,gY,gZ
0.996,0.021,-0.291,-2.808,2.563,-2.136
0.976,-0.020,-0.287,-0.977,2.258,-1.892
0.983,-0.023,-0.289,-2.197,2.991,-0.549
1.003,0.006,-0.289,-3.540,2.136,-0.549
0.998,0.004,-0.282,-2.747,0.671,-1.953
0.981,-0.030,-0.277,-2.075,-0.305,-2.625
0.973,-0.033,-0.276,-4.089,0.427,-0.244
0.990,0.001,-0.279,-5.676,1.221,0.916
1.006,0.029,-0.281,-5.676,1.038,-0.305
0.995,0.015,-0.277,-4.761,0.671,-1.404
0.986,-0.006,-0.275,-4.639,1.648,-0.854
0.995,0.006,-0.282,-5.188,2.380,0.061
1.011,0.024,-0.286,-4.456,2.075,0.305
1.014,0.012,-0.284,-3.235,1.282,-0.305
1.001,-0.011,-0.281,-2.441,0.610,-0.244
0.989,-0.015,-0.277,-3.174,0.671,0.488
0.995,0.005,-0.278,-3.784,0.244,0.488
1.006,0.009,-0.276,-2.991,-0.305,-0.427
0.999,-0.012,-0.272,-2.197,-0.854,-1.099
0.985,-0.028,-0.270,-2.747,-0.732,-0.305
0.981,-0.005,-0.270,-3.601,-0.122,0.549
0.995,0.013,-0.269,-3.540,0.366,0.610
0.998,0.007,-0.266,-2.625,0.061,0.244
0.989,-0.009,-0.266,-1.709,0.000,0.793
0.981,-0.010,-0.265,-2.075,0.427,1.587
0.986,0.004,-0.266,-2.563,1.282,2.197
1.000,0.022,-0.269,-2.136,1.404,1.831
1.000,0.017,-0.268,-0.793,1.099,0.916
0.988,-0.005,-0.268,-0.549,1.038,0.916
0.981,-0.008,-0.268,-1.221,1.709,1.648
0.982,0.021,-0.273,-1.648,2.258,1.648
0.993,0.035,-0.279,-1.587,2.808,1.160
1.006,0.034,-0.283,-0.061,2.747,-0.732
1.006,0.001,-0.282,0.305,2.319,-1.221
0.997,-0.011,-0.282,-0.916,2.014,-1.038
0.989,0.002,-0.287,-1.709,2.197,-0.671
0.993,0.018,-0.291,-2.075,2.136,-0.671
1.005,0.021,-0.292,-1.282,1.709,-1.282
1.000,0.003,-0.289,-0.122,1.038,-1.831
0.983,-0.031,-0.283,-0.671,1.282,-1.099
0.979,-0.025,-0.284,-2.808,1.892,0.610
0.999,0.018,-0.289,-3.296,1.770,0.671
1.005,0.023,-0.290,-2.991,1.160,-0.122
0.988,-0.013,-0.283,-1.465,0.122,-1.465
0.981,-0.027,-0.281,-1.709,0.366,-0.916
0.981,-0.020,-0.282,-3.479,1.526,0.793
0.997,0.028,-0.288,-3.784,1.587,0.916
1.001,0.036,-0.289,-1.648,0.854,-0.427
0.993,-0.002,-0.285,-0.366,0.671,-0.732
0.985,-0.026,-0.283,-0.488,1.282,0.366
0.982,-0.021,-0.287,-1.709,1.709,1.038
0.991,0.004,-0.291,-3.296,1.770,0.916
1.006,0.025,-0.292,-2.869,1.221,0.000
1.002,0.007,-0.288,-1.709,0.305,-1.160
0.984,-0.030,-0.283,-2.014,0.366,-0.732
0.981,-0.023,-0.283,-2.930,0.671,0.061
0.996,0.022,-0.288,-3.967,0.977,0.854
0.999,0.030,-0.287,-3.235,0.610,0.366
0.994,0.020,-0.285,-0.916,-0.122,-1.038
0.979,-0.024,-0.281,-0.549,0.000,-1.099
0.975,-0.032,-0.281,-1.892,0.977,0.366
0.991,-0.000,-0.284,-2.441,1.221,1.160
0.997,0.013,-0.284,-1.648,0.610,1.160
0.988,0.000,-0.281,-0.916,0.488,1.038
0.981,-0.010,-0.281,-0.610,1.221,2.075
0.980,-0.001,-0.286,-0.977,1.709,2.625
0.988,0.012,-0.289,-1.038,2.136,2.380
1.003,0.016,-0.294,-0.732,1.892,1.709
0.999,0.007,-0.294,-0.427,1.526,1.099
0.992,-0.001,-0.295,-0.793,1.282,0.916
0.993,-0.001,-0.298,-1.343,1.343,1.099
0.999,0.009,-0.299,-1.953,0.793,1.038
1.009,0.020,-0.300,-1.770,0.183,0.610
1.006,0.014,-0.298,-1.099,-0.854,-0.244
0.985,-0.005,-0.291,-1.221,-0.977,-0.183
0.979,-0.006,-0.289,-2.197,-0.488,0.366
0.986,0.002,-0.290,-2.563,-0.305,0.366
0.990,0.001,-0.292,-2.869,-0.061,0.305
0.991,0.001,-0.292,-3.174,0.061,0.366
0.991,0.001,-0.292,-3.906,0.000,0.244
0.981,-0.006,-0.290,-4.211,-0.122,0.122
0.980,-0.007,-0.289,-4.517,0.000,0.122
0.984,-0.001,-0.290,-5.127,0.305,0.366
0.996,0.018,-0.294,-5.005,0.183,0.366
0.998,0.018,-0.293,-3.784,-0.366,0.000
0.991,-0.001,-0.289,-3.357,-0.488,0.061
0.986,-0.002,-0.288,-3.296,-0.427,0.671

1.024,0.217,-0.323,74.707,-7.996,-24.414
1.007,0.172,-0.325,100.586,-12.146,-27.710
0.961,0.035,-0.322,110.229,-12.634,-25.879
0.949,0.003,-0.324,121.155,-10.864,-22.583
0.968,0.064,-0.347,125.244,-9.949,-22.949
0.988,0.136,-0.364,139.587,-10.620,-27.649
1.032,0.213,-0.400,150.940,-12.817,-31.250
1.022,0.171,-0.409,174.744,-19.165,-34.790
0.979,0.052,-0.407,183.350,-20.935,-33.264
0.974,0.039,-0.408,194.641,-22.095,-29.236
0.962,0.054,-0.424,200.073,-23.254,-28.381
0.948,0.047,-0.432,205.811,-24.231,-28.259
0.941,0.049,-0.440,215.515,-22.583,-28.137
0.992,0.112,-0.460,219.971,-21.912,-28.259
1.011,0.102,-0.465,230.896,-26.428,-29.724
0.976,-0.066,-0.444,233.948,-27.954,-29.297
0.947,-0.132,-0.430,229.248,-27.039,-21.667
0.949,-0.108,-0.414,223.145,-24.231,-17.822
0.989,-0.077,-0.403,212.463,-19.653,-18.921
0.983,-0.184,-0.361,207.153,-19.714,-19.714
0.935,-0.281,-0.339,185.669,-11.536,-15.930
0.909,-0.384,-0.292,168.274,-6.226,-11.475
0.918,-0.377,-0.272,127.197,0.793,-5.432
0.935,-0.332,-0.246,106.812,4.578,-6.348
0.936,-0.330,-0.242,68.848,12.573,-9.399
0.952,-0.324,-0.252,50.232,16.296,-9.460
0.967,-0.278,-0.261,15.442,19.714,-8.728
1.008,-0.126,-0.284,2.380,19.165,-9.949
1.019,-0.058,-0.294,-6.409,17.822,-12.390
1.010,0.018,-0.301,-12.573,14.465,-16.113
1.014,0.035,-0.301,-12.024,13.367,-15.503
1.027,0.038,-0.301,-8.118,11.719,-11.719
1.019,0.017,-0.300,-6.226,10.437,-10.010
1.018,0.013,-0.304,-4.211,8.728,-7.690
1.038,0.035,-0.313,-3.235,7.385,-6.775
1.032,0.039,-0.311,0.305,3.784,-5.371
1.014,-0.002,-0.293,1.648,3.113,-4.333
1.002,-0.024,-0.285,0.610,2.869,-1.648
0.985,-0.011,-0.272,-1.160,2.930,-0.732
0.982,0.006,-0.268,-2.930,2.930,-0.854
0.978,0.007,-0.267,-2.686,3.174,-1.160
0.979,-0.002,-0.269,-2.747,4.150,-0.427
0.995,0.015,-0.271,-3.418,4.211,0.122
1.003,0.033,-0.274,-3.418,3.052,-0.793
0.999,0.035,-0.273,-2.625,2.441,-1.770
1.000,0.024,-0.273,-1.892,2.258,-2.380
1.003,0.015,-0.274,-1.526,2.258,-1.526
1.007,0.014,-0.278,-1.709,2.075,-0.793
1.003,0.018,-0.280,-1.709,1.770,0.427
0.998,0.016,-0.280,-1.587,1.770,0.916
0.998,0.012,-0.280,-1.831,1.831,1.221
0.996,0.005,-0.277,-2.197,1.587,1.160
0.993,0.009,-0.276,-3.113,1.282,1.160
0.996,0.020,-0.277,-3.418,1.465,1.099
1.002,0.019,-0.276,-3.601,0.916,0.305
0.994,0.012,-0.272,-3.601,0.305,-0.061
0.993,0.012,-0.272,-3.662,0.000,0.244
0.997,0.013,-0.268,-3.723,0.061,0.427
0.995,0.012,-0.265,-3.845,0.000,0.671
0.992,0.014,-0.265,-4.517,0.427,1.221
0.992,0.030,-0.268,-4.761,0.793,1.221
0.995,0.038,-0.268,-4.028,1.038,0.488
0.999,0.029,-0.271,-3.235,0.977,0.122
1.000,0.018,-0.273,-2.563,1.099,0.244
1.002,0.015,-0.274,-2.991,1.160,0.488
1.003,0.026,-0.273,-3.662,0.549,0.366
0.998,0.038,-0.273,-3.357,0.000,-0.244
0.995,0.031,-0.272,-2.319,-0.244,-1.465
0.988,0.012,-0.271,-2.075,0.061,-1.526
0.985,0.010,-0.271,-2.136,0.427,-1.160
0.990,0.022,-0.274,-2.625,1.160,-0.244
0.994,0.028,-0.274,-2.563,1.099,-0.122
0.998,0.028,-0.273,-1.770,0.671,-0.916
0.993,0.005,-0.272,-1.587,0.488,-1.099
0.986,-0.003,-0.271,-2.441,0.977,0.305
0.985,0.017,-0.272,-3.113,1.404,1.099
0.993,0.033,-0.276,-3.052,1.831,1.099
1.002,0.032,-0.282,-2.380,1.648,0.488
0.998,0.020,-0.283,-1.526,1.282,0.122
0.989,0.006,-0.282,-1.831,1.343,0.305
0.989,0.013,-0.283,-2.930,1.343,0.427
1.000,0.033,-0.287,-3.052,1.160,0.000
1.004,0.031,-0.287,-2.441,0.549,-1.221
1.005,0.014,-0.285,-2.319,0.244,-1.526
1.007,0.006,-0.284,-2.502,-0.061,-1.465
0.999,0.008,-0.280,-3.479,-0.732,-0.854
0.995,0.015,-0.277,-3.784,-0.977,-0.549
0.992,0.021,-0.277,-3.540,-0.977,-0.488
0.990,0.019,-0.275,-3.113,-0.977,-0.732
0.991,0.013,-0.275,-2.563,-0.977,-1.221
0.986,0.001,-0.271,-2.441,-0.916,-1.038
0.986,-0.003,-0.268,-2.686,-0.488,0.122
0.984,-0.000,-0.269,-2.991,-0.305,0.671
0.984,0.012,-0.272,-3.296,0.366,1.343
0.996,0.033,-0.274,-2.808,0.488,1.160
0.999,0.027,-0.273,-1.221,0.244,0.183
0.991,-0.001,-0.272,-0.977,0.183,0.183
0.987,-0.006,-0.272,-1.892,0.793,1.343
0.993,0.010,-0.276,-2.502,1.160,1.831
0.996,0.018,-0.277,-2.808,1.282,1.953
0.993,0.020,-0.278,-2.625,0.793,1.648
0.995,0.016,-0.279,-2.441,0.732,1.526
0.995,0.015,-0.279,-2.563,0.549,1.282
0.994,0.013,-0.278,-2.686,0.549,1.282
0.994,0.012,-0.278,-3.113,0.549,1.404
0.996,0.023,-0.281,-3.418,0.488,1.343
1.000,0.031,-0.282,-3.113,0.000,0.366
0.998,0.026,-0.281,-2.502,-0.366,-0.061
0.991,0.017,-0.279,-1.831,-0.427,0.366
0.988,0.010,-0.276,-2.075,-0.061,0.916
0.988,0.014,-0.276,-2.747,0.366,1.282
0.990,0.022,-0.279,-2.869,0.427,0.977
0.993,0.023,-0.281,-2.625,0.488,0.366
0.993,0.019,-0.281,-2.502,0.366,0.366
0.992,0.019,-0.280,-2.441,0.244,0.549
0.995,0.020,-0.280,-2.563,0.244,0.732
0.997,0.025,-0.279,-2.563,0.183,0.488
0.996,0.026,-0.278,-2.136,-0.061,-0.305
0.998,0.022,-0.280,-1.831,-0.122,-0.488

1.032,0.331,-0.304,68.604,-7.385,-31.250
1.020,0.300,-0.313,104.065,-11.841,-38.940
0.975,0.106,-0.318,119.324,-13.611,-37.415
0.958,0.033,-0.320,137.329,-12.756,-31.982
0.957,0.063,-0.344,142.761,-11.719,-31.616
0.979,0.135,-0.366,159.241,-12.451,-35.767
1.013,0.172,-0.410,171.448,-14.526,-38.147
1.010,0.127,-0.424,194.824,-19.775,-37.354
0.994,0.023,-0.430,202.637,-21.667,-34.668
0.984,0.010,-0.431,211.731,-24.170,-30.396
0.977,0.028,-0.434,215.698,-25.269,-29.480
0.965,0.030,-0.435,220.154,-26.550,-28.748
0.955,0.022,-0.433,228.516,-26.917,-27.405
0.966,-0.017,-0.422,231.262,-26.611,-26.733
0.968,-0.060,-0.414,232.605,-27.344,-22.888
0.945,-0.147,-0.384,230.347,-26.672,-19.226
0.934,-0.163,-0.376,220.581,-22.644,-11.780
0.950,-0.158,-0.365,213.379,-18.616,-9.766
0.974,-0.149,-0.352,195.496,-11.780,-9.460
0.997,-0.163,-0.324,185.242,-9.460,-10.803
1.001,-0.205,-0.310,161.194,-4.333,-16.235
0.969,-0.290,-0.277,146.301,-4.761,-16.724
0.946,-0.309,-0.260,112.061,-1.953,-13.794
0.958,-0.296,-0.236,94.299,2.441,-12.878
0.968,-0.276,-0.232,60.974,10.620,-12.512
0.986,-0.257,-0.239,45.776,13.733,-12.634
0.994,-0.246,-0.248,31.494,15.503,-12.756
0.990,-0.175,-0.268,6.592,14.526,-12.939
1.000,-0.120,-0.274,-2.686,13.733,-13.062
1.014,-0.062,-0.277,-12.573,11.536,-13.550
1.029,0.009,-0.272,-13.672,10.071,-13.489
1.020,0.010,-0.266,-11.536,7.080,-11.780
0.989,-0.011,-0.257,-9.888,6.348,-9.766
0.990,-0.010,-0.258,-6.836,7.263,-4.700
1.005,0.018,-0.271,-5.310,7.385,-2.808
1.011,0.036,-0.274,-1.099,6.470,-0.916
1.021,0.040,-0.273,1.404,5.737,-0.793
1.016,0.017,-0.269,4.761,4.700,-0.732
0.997,-0.027,-0.264,4.517,4.517,-0.122
0.997,-0.020,-0.267,1.648,4.395,0.977
1.018,0.024,-0.276,0.854,3.784,0.549
1.023,0.025,-0.275,1.160,2.686,-0.305
1.018,0.008,-0.270,2.319,0.732,-1.221
1.002,-0.019,-0.261,1.709,0.488,-0.732
1.004,-0.008,-0.261,-0.732,0.671,0.183
1.012,0.018,-0.264,-1.282,0.305,-0.061
1.005,0.015,-0.262,-1.404,-0.244,-0.854
0.993,-0.007,-0.253,-1.770,0.183,-0.488
0.994,-0.011,-0.251,-3.418,1.404,0.610
0.998,0.017,-0.253,-4.272,1.526,0.916
1.000,0.033,-0.253,-4.211,1.038,0.183
0.997,0.029,-0.249,-3.235,0.854,-0.549
0.993,0.010,-0.246,-1.770,0.977,-0.671
0.990,-0.006,-0.245,-2.014,1.404,0.000
1.000,0.008,-0.249,-2.625,1.831,0.977
1.013,0.018,-0.254,-2.197,1.404,0.610
1.010,0.003,-0.254,-1.648,0.854,0.244
1.005,-0.015,-0.254,-2.380,0.427,1.282
0.999,-0.005,-0.258,-3.662,0.488,2.441
1.005,0.021,-0.261,-5.005,0.488,3.174
1.014,0.047,-0.261,-4.456,0.061,2.197
1.015,0.037,-0.258,-2.625,-0.854,0.305
1.008,0.010,-0.252,-2.380,-1.160,0.122
1.004,0.005,-0.250,-3.296,-1.160,0.854
1.004,0.019,-0.251,-3.723,-1.221,0.916
1.002,0.026,-0.249,-3.723,-1.526,-0.122
1.003,0.022,-0.247,-3.479,-1.465,-0.732
1.004,0.016,-0.246,-3.296,-1.099,-1.404
0.993,0.009,-0.239,-3.479,-0.916,-1.343
0.986,0.010,-0.238,-3.723,-0.610,-1.221
0.987,0.015,-0.242,-4.089,0.366,-1.343
0.989,0.016,-0.242,-3.967,0.671,-1.465
0.993,0.013,-0.242,-3.418,1.221,-1.221
0.997,0.003,-0.244,-3.174,1.343,-0.793
0.993,0.002,-0.245,-2.991,1.587,0.732
0.994,0.013,-0.251,-2.930,1.892,1.282
0.999,0.017,-0.255,-2.319,2.258,1.404
1.009,0.020,-0.259,-1.831,2.136,1.160
1.010,0.015,-0.260,-1.099,1.404,1.221
1.004,0.010,-0.261,-0.977,1.099,1.526
1.006,0.011,-0.262,-1.160,0.793,1.709
1.009,0.007,-0.262,-1.282,0.549,1.465
1.007,0.003,-0.261,-1.648,0.183,1.221
1.004,0.007,-0.261,-2.930,-0.244,1.221
1.007,0.013,-0.260,-3.418,-0.366,1.221
1.008,0.016,-0.258,-3.723,-0.793,0.610
1.001,0.010,-0.255,-3.784,-0.854,0.366
0.997,0.009,-0.255,-4.272,-0.549,0.732
1.000,0.018,-0.256,-4.456,-0.488,0.793
1.006,0.020,-0.257,-4.089,-1.038,0.244
1.004,0.011,-0.253,-3.784,-1.404,0.061
0.996,0.005,-0.249,-3.906,-1.282,0.549
0.984,0.006,-0.245,-4.333,-0.854,0.916
0.987,0.014,-0.246,-5.005,0.244,1.038
1.005,0.023,-0.250,-4.944,0.427,0.732
1.006,0.018,-0.250,-4.211,-0.183,0.488
0.995,0.007,-0.247,-3.967,-0.244,0.854
0.992,0.009,-0.247,-3.967,0.000,1.343
1.000,0.034,-0.254,-3.967,0.854,2.075
1.009,0.043,-0.257,-3.357,0.854,1.709
1.012,0.041,-0.257,-1.160,-0.122,0.061
1.001,0.009,-0.250,-0.427,-0.366,-0.183
0.995,-0.005,-0.247,-1.099,0.244,0.793
0.994,0.006,-0.250,-2.075,0.732,1.282
0.997,0.018,-0.253,-3.296,0.916,0.854
1.010,0.022,-0.254,-3.174,0.549,0.488
1.010,0.015,-0.253,-2.808,-0.244,0.244
0.999,0.003,-0.248,-2.991,-0.427,0.427
0.992,0.005,-0.247,-3.784,-0.061,0.977
0.992,0.025,-0.251,-3.967,0.366,1.099
1.001,0.033,-0.253,-3.784,0.854,0.916
1.010,0.033,-0.256,-2.747,0.732,0.183
1.006,0.017,-0.256,-2.380,0.366,0.000
0.996,0.013,-0.255,-2.502,0.488,0.122
0.993,0.024,-0.255,-2.808,0.854,0.061
0.999,0.031,-0.256,-2.441,1.038,-0.916
1.006,0.018,-0.257,-1.953,0.793,-1.465
1.003,0.003,-0.255,-2.014,0.427,-1.282
0.990,-0.005,-0.251,-2.686,0.549,-0.671

0.999,0.384,-0.255,82.886,-6.897,-30.640
0.999,0.432,-0.265,117.554,-7.141,-44.983
0.989,0.327,-0.313,136.292,-8.240,-51.453
0.970,0.207,-0.334,167.236,-11.353,-54.382
0.927,0.009,-0.365,176.636,-11.047,-51.819
0.937,-0.034,-0.384,185.608,-8.362,-46.753
0.986,-0.014,-0.419,188.782,-8.850,-45.532
0.993,-0.002,-0.429,197.327,-11.963,-44.922
1.000,-0.063,-0.435,201.416,-13.855,-43.945
0.993,-0.097,-0.432,203.979,-16.418,-41.626
0.979,-0.088,-0.421,204.285,-20.874,-35.156
0.990,-0.072,-0.418,203.857,-22.278,-33.020
1.001,-0.058,-0.417,205.505,-26.794,-29.175
0.985,-0.032,-0.421,207.336,-29.114,-26.306
0.984,-0.019,-0.417,211.182,-29.419,-21.912
1.024,-0.068,-0.393,212.708,-29.358,-20.630
1.010,-0.125,-0.373,209.839,-28.076,-17.029
0.963,-0.187,-0.352,203.918,-26.672,-13.733
0.964,-0.167,-0.347,188.232,-21.606,-9.033
0.988,-0.130,-0.310,181.213,-19.409,-8.911
0.966,-0.167,-0.285,166.199,-15.137,-8.484
0.942,-0.332,-0.243,154.663,-10.254,-8.362
0.950,-0.422,-0.227,119.385,-1.221,-6.531
0.918,-0.518,-0.200,96.069,1.282,-4.700
0.903,-0.499,-0.190,45.593,7.629,-3.052
0.933,-0.346,-0.200,22.827,11.475,-3.601
0.961,-0.250,-0.218,4.456,14.526,-4.517
0.990,-0.154,-0.237,-16.907,16.907,-6.226
1.034,0.011,-0.255,-20.874,16.296,-7.507
1.040,0.046,-0.253,-18.677,12.939,-10.864
1.012,0.028,-0.253,-15.015,11.353,-11.230
1.008,0.012,-0.263,-9.033,10.376,-7.019
1.056,0.030,-0.289,-7.141,9.644,-4.944
1.074,0.040,-0.291,-2.502,4.883,-5.798
1.043,-0.014,-0.273,0.000,2.136,-6.470
1.013,-0.059,-0.263,0.610,1.343,-2.930
0.983,-0.071,-0.256,-1.770,2.686,-0.183
0.997,-0.034,-0.256,-6.348,4.028,1.099
1.014,0.018,-0.252,-6.531,3.113,-0.366
1.004,0.011,-0.246,-5.615,1.953,-1.831
0.994,-0.008,-0.239,-3.967,1.526,-1.892
0.992,-0.019,-0.237,-4.089,2.014,-0.977
0.998,-0.009,-0.239,-4.517,2.380,0.000
1.010,-0.001,-0.239,-4.089,1.770,0.000
1.010,-0.011,-0.236,-3.357,0.549,0.061
0.990,-0.018,-0.233,-3.479,0.610,0.488
0.983,-0.006,-0.234,-4.028,2.563,2.197
0.997,0.017,-0.245,-3.845,3.601,2.625
1.008,0.016,-0.249,-2.808,3.967,2.075
1.016,0.000,-0.252,-2.502,3.540,1.648
1.020,-0.004,-0.252,-2.563,3.174,1.587
1.024,-0.004,-0.253,-3.113,2.136,2.441
1.022,0.004,-0.256,-3.296,1.404,2.808
1.019,0.008,-0.255,-3.479,-0.061,2.563
1.015,0.012,-0.249,-3.357,-0.793,1.892
1.015,0.005,-0.245,-2.930,-1.648,0.427
1.007,-0.017,-0.240,-3.113,-1.770,0.305
1.002,-0.015,-0.238,-4.578,-1.404,1.038
1.003,0.017,-0.233,-5.005,-1.160,1.160
1.005,0.025,-0.233,-4.211,-1.099,-0.122
1.005,0.003,-0.229,-3.540,-1.099,-0.732
0.997,-0.011,-0.227,-3.479,-0.793,-0.549
0.990,-0.006,-0.226,-3.967,-0.244,0.000
0.999,0.007,-0.228,-4.333,0.366,0.366
1.007,0.014,-0.228,-3.479,0.488,0.061
1.002,0.004,-0.227,-2.686,0.305,-0.183
0.998,-0.007,-0.227,-2.075,0.793,0.183
0.996,-0.009,-0.231,-2.197,1.099,0.610
1.001,-0.001,-0.233,-2.197,1.404,0.977
1.009,0.006,-0.235,-2.014,1.343,0.916
1.008,0.002,-0.236,-1.770,1.404,0.854
1.000,-0.009,-0.237,-2.014,1.526,0.977
0.999,-0.010,-0.238,-3.113,1.770,0.977
0.999,0.004,-0.243,-3.601,1.953,0.916
1.007,0.015,-0.246,-3.845,2.258,0.854
1.016,0.017,-0.246,-3.113,1.770,0.000
1.010,0.006,-0.243,-2.502,1.221,-0.366
1.000,-0.005,-0.240,-2.197,0.916,0.000
0.995,-0.010,-0.242,-2.441,1.282,0.427
1.002,-0.005,-0.245,-2.625,1.526,0.793
1.011,0.008,-0.246,-2.441,1.282,0.916
1.013,0.011,-0.246,-1.892,0.854,1.038
1.006,0.004,-0.246,-1.587,0.610,1.099
0.999,-0.000,-0.245,-1.587,0.549,1.404
0.999,0.006,-0.246,-1.770,0.793,1.587
1.000,0.011,-0.247,-1.709,0.854,1.526
1.001,0.013,-0.248,-1.282,0.854,0.977
1.008,0.011,-0.249,-1.160,0.854,0.671
1.008,0.006,-0.248,-1.282,0.671,0.000
1.005,-0.008,-0.246,-1.526,0.671,-0.122
1.003,-0.009,-0.247,-2.563,0.793,0.183
1.010,0.004,-0.248,-2.991,0.793,0.183
1.016,0.008,-0.249,-2.869,-0.122,0.000
1.011,0.008,-0.248,-2.502,-0.671,0.122
1.005,0.008,-0.244,-1.892,-1.160,0.000
0.992,0.000,-0.240,-1.648,-1.160,-0.244
0.988,-0.004,-0.238,-1.465,-0.610,-0.122
0.995,-0.006,-0.237,-1.587,-0.183,0.305
1.000,-0.003,-0.237,-1.770,0.183,0.793
0.998,0.006,-0.237,-2.014,0.671,1.404
1.001,0.008,-0.240,-1.953,1.038,1.465
1.004,0.006,-0.242,-1.770,1.343,1.160
1.000,-0.001,-0.241,-1.770,1.282,0.977
1.000,-0.001,-0.242,-2.197,1.465,0.916
1.008,0.008,-0.248,-2.502,1.587,0.916
1.012,0.011,-0.249,-2.563,1.099,0.671
1.009,0.005,-0.247,-2.441,0.610,0.488
1.005,0.001,-0.246,-2.441,0.366,0.305
1.004,0.002,-0.246,-2.686,0.366,0.427
1.001,0.006,-0.246,-2.808,0.305,0.610
0.997,0.007,-0.246,-2.869,0.427,0.427
1.001,0.010,-0.247,-2.808,0.610,0.366
1.006,0.013,-0.247,-2.319,0.732,0.183
1.007,0.009,-0.248,-1.953,0.488,0.061
1.006,0.002,-0.248,-1.587,0.061,0.183
0.996,-0.007,-0.246,-1.831,0.000,0.427
0.994,-0.006,-0.246,-2.686,0.488,1.160
0.999,0.007,-0.248,-3.052,0.793,1.099
1.002,0.012,-0.249,-2.991,0.854,0.427

1.004,0.266,-0.309,99.365,-11.963,-31.494
1.002,0.284,-0.326,131.653,-14.954,-35.645
1.013,0.330,-0.370,149.231,-16.785,-37.292
1.016,0.334,-0.394,186.340,-21.851,-39.795
1.009,0.257,-0.444,204.285,-24.658,-40.588
0.993,0.202,-0.463,233.093,-29.541,-39.307
0.976,0.165,-0.490,243.469,-30.762,-38.208
0.979,0.133,-0.499,260.437,-31.616,-39.673
0.936,0.010,-0.503,266.357,-32.593,-39.978
0.911,-0.017,-0.502,269.287,-32.593,-38.635
0.961,-0.013,-0.503,268.555,-29.297,-37.720
0.978,-0.040,-0.496,267.334,-30.029,-38.696
0.966,-0.099,-0.476,261.902,-31.494,-36.377
0.926,-0.215,-0.419,255.615,-30.029,-32.898
0.906,-0.228,-0.391,235.596,-23.987,-25.513
0.947,-0.242,-0.343,224.304,-19.226,-23.804
0.953,-0.283,-0.327,199.097,-10.193,-21.423
0.915,-0.334,-0.296,183.289,-5.371,-19.165
0.929,-0.310,-0.282,148.682,3.601,-15.808
1.008,-0.284,-0.255,132.751,6.592,-17.029
1.002,-0.319,-0.244,101.379,7.263,-20.691
0.933,-0.381,-0.235,83.862,8.911,-19.653
0.936,-0.367,-0.237,46.997,16.113,-14.832
0.983,-0.265,-0.246,30.457,18.494,-13.855
0.991,-0.209,-0.251,6.836,19.165,-15.564
1.000,-0.124,-0.262,-0.244,18.799,-16.235
1.012,-0.089,-0.270,-4.639,18.188,-15.930
1.036,-0.019,-0.284,-7.324,15.442,-14.038
1.052,0.005,-0.285,-6.104,13.428,-13.428
1.046,-0.010,-0.271,0.305,8.240,-12.878
1.021,-0.044,-0.263,3.540,6.042,-11.292
1.002,-0.062,-0.260,5.981,5.127,-5.005
1.003,-0.024,-0.263,6.226,5.432,-2.808
1.005,-0.005,-0.263,8.423,5.005,-2.014
0.999,-0.029,-0.261,9.827,4.761,-2.014
1.001,-0.055,-0.264,9.399,5.005,-0.671
1.011,-0.072,-0.267,7.385,4.761,0.122
1.008,-0.065,-0.265,2.930,3.418,0.122
0.995,-0.056,-0.256,1.343,2.991,0.000
0.989,-0.049,-0.253,-1.282,3.174,1.221
0.992,-0.011,-0.253,-2.319,3.601,1.526
1.003,0.010,-0.256,-2.319,3.296,0.061
1.017,0.017,-0.259,-1.221,2.625,-0.977
1.011,0.002,-0.258,0.122,2.014,-1.465
1.003,-0.014,-0.254,1.160,2.014,-0.427
0.991,-0.021,-0.253,0.793,2.625,0.549
0.995,-0.015,-0.253,-0.244,3.601,1.343
1.001,-0.016,-0.254,-0.610,3.418,1.099
0.999,-0.019,-0.257,-1.587,2.869,1.343
1.003,-0.002,-0.261,-1.892,2.808,1.770
1.007,0.007,-0.260,-1.099,2.563,2.136
1.017,0.014,-0.259,-0.488,2.258,2.136
1.017,0.015,-0.259,0.610,1.404,1.770
1.014,0.010,-0.260,1.221,0.977,1.526
1.011,-0.001,-0.259,1.709,0.488,1.282
1.003,-0.014,-0.256,1.526,0.000,1.221
1.005,-0.008,-0.255,0.854,0.061,1.221
1.007,-0.001,-0.253,-0.427,0.244,0.488
1.003,-0.005,-0.252,-0.977,0.244,-0.061
1.000,-0.014,-0.251,-2.319,0.305,-0.549
0.994,-0.014,-0.251,-3.113,0.549,-0.427
0.998,-0.002,-0.251,-3.601,1.099,-0.061
1.008,0.016,-0.253,-3.052,1.099,-0.244
1.010,0.013,-0.254,-1.465,0.366,-1.038
1.001,-0.010,-0.249,-0.916,-0.122,-1.221
0.993,-0.021,-0.246,-1.221,-0.183,-0.793
0.984,-0.011,-0.245,-1.831,0.244,-0.427
0.989,0.006,-0.249,-2.136,1.099,-0.488
1.003,0.011,-0.254,-1.465,1.099,-1.099
1.001,-0.005,-0.254,-0.305,0.977,-1.099
0.996,-0.026,-0.255,-0.549,1.343,-0.183
1.000,-0.016,-0.258,-1.648,1.770,1.404
1.008,0.010,-0.261,-1.526,1.465,1.343
1.006,0.008,-0.263,-1.038,1.038,0.793
